items,Items_id,Sub Category,Items_Category,Price,Discount,Rating,No_of_Review,BuyingProspect
"Crescent Foods Halal Hand-Cut Beef, Chicken Combo Pack - 14 Total Packs, 13.5 Lbs. Total",583,Poultry,17,159.99,0,4.2,11,46.2
"Farmer Focus Organic Boneless/Skinless Chicken Breasts, (20/8 Oz. Per Breast), 20 Total Count, 10 Lbs. Total",584,Poultry,17,149.99,0,4.5,249,1120.5
"D’Artagnan Green Circle Chicken - Boneless & Skinless Breasts, 12 Total Packs, 11 Lbs. Total",585,Poultry,17,139.99,0,4.4,207,910.8
"Fully Cooked Confit Duck Legs - (8/1 Lbs. Per Pack), 16 Legs, 8 Total Packs, 8 Lbs. Total",586,Poultry,17,179.99,0,4.5,40,180
"All Natural Raw Duck Legs - (8/2 Legs Per Pack, 8.5 Oz Per Leg), 16 Total Legs, 8 Total Packs, 8.5 Lbs. Total",587,Poultry,17,149.99,0,4.7,20,94
"Rastelli’s Antibiotic-Free Turkey Craft Burgers (32/5 Oz. Per Burger), 32 Total Packs, 10 Lbs. Total",588,Poultry,17,99.99,0,4.4,38,167.2
"Hillshire Farm Slow Roasted Turkey Breast, 11 oz, 3-count",589,Poultry,17,100.99,0,4.5,4,18
"All Natural Boneless Duck Breast - (8/7 Oz. Per Duck Breast), 16 Total Breasts, 8 Total Packs, 7Lbs. Total",590,Poultry,17,179.99,0,4.6,42,193.2
"D'Artagnan Whole ABF Pekin Duck, (1/5.25 Lbs. Average Per Duck), 6 Total Packs, 31.5 Lbs. Total ",591,Poultry,17,219.99,0,4.5,140,630
"Ahi Tuna Individual Vacuum Packed Portion (26-27/6 Oz. Per Portion), 26-27 Total Packs, 10 Lbs. Total Case",592,Seafood,18,149.99,70,4.6,1237,5690.2
"Alaska Home Pack Frozen Sea Cucumber - 3 Packs, 7 Lbs. Total",593,Seafood,18,239.99,60,4,108,432
"Lobster With Shell Removed, (9 Oz. Per Pack), 6 Total Packs, 3.44 Lbs. Total",594,Seafood,18,259.99,0,0,0,0
"Northwest Fish 4-6 Whole Dungeness Crab, 10 lbs",595,Seafood,18,209.99,0,4.2,179,751.8
"Premium Seafood Variety Pack - 20 Total Packs, Total 12.5 Lbs.",596,Seafood,18,349.99,0,4.4,8,35.2
"Chicago Steak - Steak & Cake - Filet Mignon, Crab Cakes, and Steak Burgers, Total 13 Packs, 6.5 Lbs. Total",597,Seafood,18,199.99,0,4.5,50,225
"Northwest Fish Colossal Alaskan Wild Dungeness Crab Sections, 10lbs",598,Seafood,18,219.99,0,4,602,2408
"Northwest Fish Wild Alaskan Sockeye Salmon Cheddar Bacon Burger Patties, 24-count, 9 lbs",599,Seafood,18,119.99,0,3.5,109,381.5
Coastal Seafood Frozen Lobster Tails 12 Count (6 - 8  oz.),600,Seafood,18,229.99,0,4.6,349,1605.4
"Rastelli Market Fresh Jumbo Lump Crab Cakes (20/4 Oz. Per Crab Cake), 20 Total Count, 5 Lbs. Total",601,Seafood,18,199.99,0,3.9,1100,4290
"Rastelli Petite Filet Mignon & Jumbo Lump Crab Cake Surf & Turf, 24 Total Packs, 6.75 Total Lbs.",602,Seafood,18,349.99,0,4.2,104,436.8
"Chicago Steak Premium Angus Beef Surf & Turf, 15 Total Packs, 7 Lbs. Total",603,Seafood,18,239.99,0,4.6,335,1541
"Wild Alaska Snow Crab Meat (Bairdi Crab 8 oz. Pack) 12 Total Packs, 6 Lbs. Total ",604,Seafood,18,279.99,0,0,0,0
"Northwest Red King Salmon Portions, 12 Total Count, 1 Case Totaling 6 Lbs.",605,Seafood,18,179.99,0,3.4,141,479.4
"Chicago Steak USDA Prime Surf & Turf, Total 14 Packs, 7 Lbs. Total",606,Seafood,18,299.99,0,4.5,110,495
"Ahi Tuna Mixed Pack, (12 x 6 oz. Steaks, 9 x 5.3 oz. Saku Slice Packs, 4 x 10.7 oz. Sesame Crusted Steak Packs), 25 Total Packs, 10.15 Lbs. Total",607,Seafood,18,239.99,0,0,0,0
"Northwest Fish Wild Alaskan Sockeye Salmon Fillets, 10 lbs",608,Seafood,18,219.99,0,4.5,388,1746
"Smoked New Zealand King Salmon, 1.1lb fillets, 2-count, 2.2 lbs total",609,Seafood,18,109.99,0,4.1,134,549.4
"Chicago Steak Filet Mignon & Scallop Combo, 14 Total Packs, 7 Lbs. Total",610,Seafood,18,249.99,0,4.6,13,59.8
" Northwest Fish Wild Alaskan Sockeye Salmon Fillets Total 25 Count, 1 Case Totaling 10 Lbs.",611,Seafood,18,229.99,0,4.4,947,4166.8
"A5 Wagyu Surf & Turf Pack, Cold Water Lobster Tails & Japanese A5 Wagyu Filet Mignon, Total 4 Packs",612,Seafood,18,379.99,0,4.4,134,589.6
"Wild Alaska Halibut Bits & Pieces, (8/1 lb Packs) 8 Total Packs, 8 Lbs. Total",613,Seafood,18,159.99,0,0,0,0
"Seabear Wild Sockeye & King  Smoked Salmon Fillet Duo, Total 2lbs. (1 lb each)",614,Seafood,18,64.99,0,4.4,53,233.2
"Rastelli Market Fresh Angus Beef Prime Petite Filet Mignons & Wild Caught Maine Lobster Tails, 8 Total Packs, 3 Lbs. Total",615,Seafood,18,189.99,0,4.2,677,2843.4
"Trident Seafoods Smoked Sockeye Salmon, 2 Gift Packs",616,Seafood,18,59.99,0,4.5,1550,6975
"SeaBear Smoked Salmon Gift Boxes, 6 oz, 6-pack",617,Seafood,18,79.99,0,4.4,75,330
"Grizzly Salmon Tartare with Citrus Marinade, (14/4 Oz Packs), 14 Total Packs, Total 3.5 Lbs.",618,Seafood,18,129.99,0,4,41,164
"Sesame Crusted Ahi Tuna Steaks, 18 Total Packs, 1 Case Totaling 12 Lbs.",619,Seafood,18,269.99,0,4.6,41,188.6
"Aysen Coho Sashimi Quality Salmon Portions, (6 Oz. Portion Per Pack), 26 to 27 Total Packs, 10 Lbs. Total",620,Seafood,18,169.99,0,1,1,1
"Aysen Coho Salmon Filets, (4/2-3 Lbs. Per Filet), 4 Total Packs, 8 Lbs. Total",621,Seafood,18,199.99,0,4.4,48,211.2
"Key West Pink 16/20 Gulf Shrimp Headless Shell-On (3/2Lb Per Bag), Total 3 Packs, 6 Lbs. Total",622,Seafood,18,119.99,0,4.5,26,117
"Whole Cooked Cold Water Lobsters, (8-9/1.25 Lbs. Each Lobster), 1 Case Totaling 12 Lbs.",623,Seafood,18,259.99,0,2.8,5,14
"Northwest Fish Wild Alaskan Cod Loins Total 25 Count, 1 Case Totaling 10 Lbs.",624,Seafood,18,169.99,0,4.4,262,1152.8
"Alaska Black Cod (Sable Fish) - Individual Packed Portions (19-25/6-8 Oz. Per Portion), 1 Case Totaling 10 Lbs.",625,Seafood,18,269.99,0,4.8,190,912
"Lobster Claws & Arms, Sustainable Wild Caught, North Atlantic, 24-40 Claws & Arms (3-5 Lb. Per.), Total 8Lb. Case",626,Seafood,18,199.99,0,0,0,0
"Coastal Seafood Live Maine Lobsters, (6/1.25 Lbs. Per Lobster) 6 Total Packs, 7.5 Lbs. Total",627,Seafood,18,179.99,0,2.9,64,185.6
"Tsar Nicoulai Caviar Sturgeon Pate 6 oz, 6-pack",628,Seafood,18,59.99,0,4.1,114,467.4
"Cristobal Salted Cod Fillets 2 lbs, 3-pack",629,Seafood,18,69.97,0,4.5,26,117
"Northwest Fish Sablefish Loins, Skin on, 7 oz, 23-count, 10 lbs",630,Seafood,18,269.99,0,4.3,232,997.6
"Northwest Fish Halibut Fillets, Skin-On 7-9 oz, 18-count, 10 lbs",631,Seafood,18,249.99,0,4.1,264,1082.4
"Northwest Fish U-12 Sea Scallops, 6 lbs",632,Seafood,18,219.99,0,4.4,87,382.8
"American Red Snapper - Whole, Head-On, Cleaned, (5-7 Individually Vacuum Packed Portions/ 1.5-2 Lbs Per Fish) - Total 10Lbs.",633,Seafood,18,189.99,0,4.7,23,108.1
"Whole Head On, Cleaned Branzino Fish (12-18 Oz. Per Fish), Min 7 Count, 10 Lbs. Total",634,Seafood,18,139.99,0,4.3,3,12.9
"El Rey Del Pulpo, Large Cooked Octopus Tentacles, 14 oz, 6-pack, 5.25 lbs",635,Seafood,18,159.99,0,4.5,288,1296
"Mahi Mahi Boneless, (26-27/Skinless 6 Oz. Portions Per Each Pack), 26-27 Total Packs, 1 Case Totaling 10 Lbs.",636,Seafood,18,249.99,0,4.8,84,403.2
"Tsar Nicoulai Estate Smoked Sturgeon 6 oz, 6-count, 2.25 lbs",637,Seafood,18,79.99,0,4.2,104,436.8
G2G 3-pack Peanut Butter Chocolate Chip Protein Bars 24-count,638,Snacks,19,39.99,10,4.7,292,1372.4
G2G 3-pack Peanut Butter Coconut Chocolate Protein Bars 24-count,639,Snacks,19,39.99,10,4.8,273,1310.4
"G2G 3-pack Peanut Butter & Jelly Protein Bars, 24-count",640,Snacks,19,49.99,0,5,2,10
"St Michel Madeleine, Classic French Sponge Cake 100 - count",641,Snacks,19,44.99,0,4.1,441,1808.1
No Sugar Keto Bar (12 count) 2-pack Chocolate Peanut Butter,642,Snacks,19,42.99,0,4.2,243,1020.6
"Ready Protein Bar, Chocolate Peanut Butter and Sea Salt, 24-count, 2 pack",643,Snacks,19,54.99,0,4.5,437,1966.5
Shrimp Chips with Garlic and Butter 16 oz 2-pack,644,Snacks,19,27.99,0,4.7,1418,6664.6
"G2G 3-pack Almond Chocolate Chip Protein Bars, 24-count",645,Snacks,19,49.99,0,5,11,55
"Savanna Orchards Honey Roasted Nut & Pistachios 30 oz, 2-pack",646,Snacks,19,38.99,0,4.7,2153,10119.1
G2G Protein Bar Variety 3-pack (24 Total Bars),647,Snacks,19,49.99,0,4.8,101,484.8
Movie Marathon Gourmet Popcorn Gift Set ,648,Snacks,19,39.99,0,4.1,92,377.2
"Sonoma Creamery Pepper Jack Crisps, 10 oz",649,Snacks,19,11.99,0,4.6,731,3362.6
Mary Macleod's Gluten Free Shortbread Cookies Mixed Assortment 8-Pack ,650,Snacks,19,49.99,0,4.2,85,357
"The Gluten Free Brothers Variety Bites, 6 count",651,Snacks,19,24.99,0,4.4,5,22
No Sugar Keto Bar Chocolate Chip Cookie Dough  (12-count) 2-Pack ,652,Snacks,19,42.99,0,3.7,82,303.4
No Sugar Keto Bar Chocolate Mint (12-count) 2-Pack ,653,Snacks,19,42.99,0,3.4,79,268.6
"No Sugar Shellz Dark Chocolatey Caramel Pecan 25-count, 2-pack",654,Snacks,19,42.99,0,4.7,64,300.8
Made in Nature USDA Organic Dried Mangos 28 oz  3-pack,655,Snacks,19,64.99,0,4.5,454,2043
"Made in Nature Organic Berry Fusion 24 oz, 2-pack",656,Snacks,19,39.99,0,4.4,440,1936
No Sugar Keto Bar (12-count) 2-pack Cookies & Cream,657,Snacks,19,42.99,0,4,128,512
"Savanna Honey Roasted Mix Nuts, 30 oz, 2-pack",658,Snacks,19,42.99,0,4.6,556,2557.6
"Popcornopolis Ultimate Classic Assorted Tall Cones, Variety, 24-count",659,Snacks,19,109.99,0,4.7,1103,5184.1
No Sugar Keto Bar (12-count) 2-pack  Chocolate Fudge Brownie,660,Snacks,19,42.99,0,4.3,117,503.1
Island Princess Macadamia Popcorn Crunch 24 oz 2-pack,661,Snacks,19,59.99,0,2.8,15,42
Made in Nature USDA Organic Goji Berries 20 oz 2-pack,662,Snacks,19,39.99,0,4.6,523,2405.8
"Made In Nature Organic Calimyrna Figs 40 oz, 3-pack",663,Snacks,19,49.99,0,4.6,1819,8367.4
"Made in Nature USDA Organic Dates 40 oz, 2-pack",664,Snacks,19,32.99,0,4.5,786,3537
"Mayorga Organic Chia Seeds, USDA Organic, NON-Gmo verified, 3lb, 2-pack",665,Snacks,19,36.99,0,4.7,918,4314.6
Prevail Variety Grass Fed Beef Jerky 10-pack,666,Snacks,19,49.99,0,4.2,64,268.8
Prevail Original Grass Fed Beef Jerky 10-pack,667,Snacks,19,49.99,0,4.5,42,189
"The Gluten Free Brothers Variety Bars, 24 count",668,Snacks,19,29.99,0,0,0,0
Cherry Bay Orchards No-Added-Sugar Dried Montmorency Cherries 8 oz Bag 2-pack,669,Snacks,19,24.99,0,4,816,3264
"Hoody's Roasted Unsalted Peanuts 20 lbs, 4-pack",670,Snacks,19,39.99,0,4.6,1352,6219.2
Our Heroes' Care Pack ,671,Snacks,19,56.99,0,4.8,477,2289.6
"Around the World 15 oz Spicy Nuts, 2-pack Tin, Total 30 oz",672,Snacks,19,59.99,0,3.2,4,12.8
"Le Chic Patissier, Original Stroopwafels , 2.77 lb, 3-pack",673,Snacks,19,54.99,0,4.6,819,3767.4
"Genius Gourmet Variety Crispy Protein Treat, 30-count",674,Snacks,19,39.99,0,4.4,11,48.4
Savanna Orchards Country Club Mix 30 oz 2-count,675,Snacks,19,32.99,0,4.6,611,2810.6
"Honey Mama's Classic Variety Truffle Bars, 2.5 oz, 12-ct",676,Snacks,19,49.99,0,0,0,0
"Honey Mama's Greatest Hits Truffle Bars, 2.5 oz, 12-ct",677,Snacks,19,49.99,0,0,0,0
"Honey Mama's Cocoa Truffle Bars, 2.5 oz, 12-ct",678,Snacks,19,49.99,0,0,0,0
